MSA;City;Generation;2007 Jobs;2013 Jobs;Job Change;% Job Change;2007 Share of All Jobs;2013 Share of All Jobs;Change in Share
44600;Steubenville-Weirton, OH-WV;Baby Boomer; 	9.190 ; 	8.711 ; 	(479);-5 %;18,2 %;19,7 %;1,5 %
27780;Johnstown, PA;Baby Boomer; 	10.851 ; 	11.750 ; 	899 ;8 %;16,6 %;18,9 %;2,3 %
48540;Wheeling, WV-OH;Baby Boomer; 	11.525 ; 	12.978 ; 	1.453 ;13 %;16,3 %;18,8 %;2,5 %
39460;Punta Gorda, FL;Baby Boomer; 	8.195 ; 	8.646 ; 	451 ;6 %;17,0 %;18,3 %;1,3 %
32780;Medford, OR;Baby Boomer; 	15.865 ; 	16.216 ; 	351 ;2 %;16,2 %;18,2 %;2,0 %
18700;Corvallis, OR;Baby Boomer; 	7.012 ; 	7.829 ; 	817 ;12 %;16,1 %;18,1 %;2,1 %
39140;Prescott, AZ;Baby Boomer; 	12.226 ; 	11.561 ; 	(665);-5 %;16,1 %;18,1 %;2,1 %
16180;Carson City, NV;Baby Boomer; 	5.798 ; 	5.222 ; 	(576);-10 %;16,8 %;18,0 %;1,2 %
49660;Youngstown-Warren-Boardman, OH-PA;Baby Boomer; 	41.069 ; 	43.534 ; 	2.465 ;6 %;15,9 %;18,0 %;2,1 %
21660;Eugene-Springfield, OR;Baby Boomer; 	27.951 ; 	28.492 ; 	541 ;2 %;16,1 %;17,9 %;1,8 %
12620;Bangor, ME;Baby Boomer; 	12.853 ; 	13.858 ; 	1.005 ;8 %;16,0 %;17,8 %;1,9 %
42140;Santa Fe, NM;Baby Boomer; 	12.424 ; 	12.692 ; 	268 ;2 %;16,0 %;17,7 %;1,7 %
38300;Pittsburgh, PA;Baby Boomer; 	188.925 ; 	216.237 ; 	27.312 ;14 %;15,5 %;17,7 %;2,2 %
48700;Williamsport, PA;Baby Boomer; 	9.373 ; 	10.599 ; 	1.226 ;13 %;16,3 %;17,7 %;1,5 %
22540;Fond du Lac, WI;Baby Boomer; 	8.252 ; 	9.055 ; 	803 ;10 %;15,8 %;17,7 %;1,9 %
35840;North Port-Bradenton-Sarasota, FL;Baby Boomer; 	49.780 ; 	47.975 ; 	(1.805);-4 %;16,0 %;17,6 %;1,7 %
38860;Portland-South Portland-Biddeford, ME;Baby Boomer; 	46.339 ; 	51.069 ; 	4.730 ;10 %;15,6 %;17,5 %;1,9 %
43100;Sheboygan, WI;Baby Boomer; 	10.067 ; 	10.820 ; 	753 ;7 %;14,9 %;17,5 %;2,6 %
11020;Altoona, PA;Baby Boomer; 	10.397 ; 	11.079 ; 	682 ;7 %;15,7 %;17,5 %;1,8 %
42680;Sebastian-Vero Beach, FL;Baby Boomer; 	9.123 ; 	9.319 ; 	196 ;2 %;16,3 %;17,4 %;1,2 %
19260;Danville, VA;Baby Boomer; 	7.002 ; 	7.553 ; 	551 ;8 %;15,9 %;17,4 %;1,6 %
37340;Palm Bay-Melbourne-Titusville, FL;Baby Boomer; 	34.625 ; 	36.789 ; 	2.164 ;6 %;15,3 %;17,4 %;2,0 %
39740;Reading, PA;Baby Boomer; 	29.425 ; 	31.804 ; 	2.379 ;8 %;15,6 %;17,3 %;1,7 %
35980;Norwich-New London, CT;Baby Boomer; 	23.477 ; 	24.636 ; 	1.159 ;5 %;15,8 %;17,3 %;1,5 %
31900;Mansfield, OH;Baby Boomer; 	9.895 ; 	9.385 ; 	(510);-5 %;16,1 %;17,3 %;1,2 %
43780;South Bend-Mishawaka, IN-MI;Baby Boomer; 	23.242 ; 	24.455 ; 	1.213 ;5 %;15,4 %;17,3 %;1,9 %
37380;Palm Coast, FL;Baby Boomer; 	3.554 ; 	3.826 ; 	272 ;8 %;16,3 %;17,3 %;1,0 %
36100;Ocala, FL;Baby Boomer; 	18.109 ; 	18.030 ; 	(79);-0 %;15,6 %;17,3 %;1,6 %
19660;Deltona-Daytona Beach-Ormond Beach, FL;Baby Boomer; 	29.298 ; 	29.538 ; 	240 ;1 %;15,7 %;17,3 %;1,6 %
25540;Hartford-West Hartford-East Hartford, CT;Baby Boomer; 	104.547 ; 	113.909 ; 	9.362 ;9 %;15,5 %;17,2 %;1,7 %
24500;Great Falls, MT;Baby Boomer; 	6.752 ; 	7.337 ; 	585 ;9 %;15,8 %;17,2 %;1,4 %
49620;York-Hanover, PA;Baby Boomer; 	30.438 ; 	32.539 ; 	2.101 ;7 %;15,6 %;17,2 %;1,7 %
42540;Scranton--Wilkes-Barre, PA;Baby Boomer; 	43.135 ; 	46.104 ; 	2.969 ;7 %;15,6 %;17,2 %;1,6 %
25420;Harrisburg-Carlisle, PA;Baby Boomer; 	53.485 ; 	57.663 ; 	4.178 ;8 %;15,5 %;17,2 %;1,8 %
16940;Cheyenne, WY;Baby Boomer; 	8.231 ; 	9.276 ; 	1.045 ;13 %;16,0 %;17,2 %;1,2 %
17460;Cleveland-Elyria-Mentor, OH;Baby Boomer; 	173.519 ; 	184.236 ; 	10.717 ;6 %;15,2 %;17,2 %;2,0 %
15940;Canton-Massillon, OH;Baby Boomer; 	28.889 ; 	30.929 ; 	2.040 ;7 %;15,4 %;17,2 %;1,8 %
31020;Longview, WA;Baby Boomer; 	6.484 ; 	6.652 ; 	168 ;3 %;15,4 %;17,2 %;1,8 %
45940;Trenton-Ewing, NJ;Baby Boomer; 	38.924 ; 	43.492 ; 	4.568 ;12 %;15,7 %;17,1 %;1,5 %
20260;Duluth, MN-WI;Baby Boomer; 	21.099 ; 	23.565 ; 	2.466 ;12 %;14,9 %;17,1 %;2,3 %
10900;Allentown-Bethlehem-Easton, PA-NJ;Baby Boomer; 	57.335 ; 	63.945 ; 	6.610 ;12 %;15,5 %;17,1 %;1,6 %
40220;Roanoke, VA;Baby Boomer; 	25.944 ; 	27.860 ; 	1.916 ;7 %;15,2 %;17,1 %;1,9 %
35300;New Haven-Milford, CT;Baby Boomer; 	65.012 ; 	68.923 ; 	3.911 ;6 %;15,9 %;17,1 %;1,3 %
33140;Michigan City-La Porte, IN;Baby Boomer; 	7.586 ; 	7.730 ; 	144 ;2 %;15,4 %;17,1 %;1,6 %
30140;Lebanon, PA;Baby Boomer; 	8.450 ; 	9.441 ; 	991 ;12 %;15,6 %;17,0 %;1,5 %
21500;Erie, PA;Baby Boomer; 	21.145 ; 	23.479 ; 	2.334 ;11 %;14,9 %;17,0 %;2,1 %
31700;Manchester-Nashua, NH;Baby Boomer; 	32.552 ; 	35.812 ; 	3.260 ;10 %;14,9 %;17,0 %;2,1 %
10420;Akron, OH;Baby Boomer; 	54.283 ; 	58.498 ; 	4.215 ;8 %;15,1 %;17,0 %;1,9 %
29540;Lancaster, PA;Baby Boomer; 	39.456 ; 	42.928 ; 	3.472 ;9 %;15,2 %;17,0 %;1,7 %
15540;Burlington-South Burlington, VT;Baby Boomer; 	19.082 ; 	22.519 ; 	3.437 ;18 %;14,8 %;16,9 %;2,1 %
19060;Cumberland, MD-WV;Baby Boomer; 	6.489 ; 	6.973 ; 	484 ;7 %;15,9 %;16,9 %;1,1 %
30620;Lima, OH;Baby Boomer; 	8.782 ; 	9.110 ; 	328 ;4 %;14,9 %;16,9 %;2,0 %
19380;Dayton, OH;Baby Boomer; 	65.724 ; 	67.832 ; 	2.108 ;3 %;15,2 %;16,9 %;1,7 %
16620;Charleston, WV;Baby Boomer; 	23.068 ; 	25.419 ; 	2.351 ;10 %;14,9 %;16,9 %;2,0 %
30340;Lewiston-Auburn, ME;Baby Boomer; 	8.374 ; 	8.968 ; 	594 ;7 %;15,0 %;16,9 %;1,8 %
13460;Bend, OR;Baby Boomer; 	12.032 ; 	12.100 ; 	68 ;1 %;14,8 %;16,9 %;2,1 %
44220;Springfield, OH;Baby Boomer; 	9.063 ; 	9.121 ; 	58 ;1 %;15,7 %;16,8 %;1,1 %
31340;Lynchburg, VA;Baby Boomer; 	18.200 ; 	19.420 ; 	1.220 ;7 %;15,4 %;16,8 %;1,5 %
29420;Lake Havasu City-Kingman, AZ;Baby Boomer; 	9.290 ; 	8.498 ; 	(792);-9 %;15,2 %;16,8 %;1,6 %
19500;Decatur, IL;Baby Boomer; 	8.699 ; 	8.973 ; 	274 ;3 %;15,0 %;16,8 %;1,8 %
13780;Binghamton, NY;Baby Boomer; 	17.847 ; 	18.509 ; 	662 ;4 %;15,0 %;16,8 %;1,8 %
38940;Port St. Lucie, FL;Baby Boomer; 	22.991 ; 	23.706 ; 	715 ;3 %;15,3 %;16,8 %;1,5 %
25860;Hickory-Lenoir-Morganton, NC;Baby Boomer; 	27.557 ; 	25.983 ; 	(1.574);-6 %;15,6 %;16,8 %;1,1 %
47220;Vineland-Millville-Bridgeton, NJ;Baby Boomer; 	10.429 ; 	10.561 ; 	132 ;1 %;15,6 %;16,8 %;1,1 %
28740;Kingston, NY;Baby Boomer; 	11.186 ; 	11.121 ; 	(65);-1 %;15,6 %;16,8 %;1,2 %
41420;Salem, OR;Baby Boomer; 	27.730 ; 	28.672 ; 	942 ;3 %;15,4 %;16,7 %;1,4 %
38220;Pine Bluff, AR;Baby Boomer; 	6.511 ; 	6.501 ; 	(10);-0 %;15,3 %;16,7 %;1,5 %
12100;Atlantic City-Hammonton, NJ;Baby Boomer; 	22.572 ; 	24.219 ; 	1.647 ;7 %;14,4 %;16,7 %;2,3 %
13740;Billings, MT;Baby Boomer; 	13.065 ; 	15.268 ; 	2.203 ;17 %;14,6 %;16,7 %;2,1 %
19180;Danville, IL;Baby Boomer; 	5.173 ; 	5.103 ; 	(70);-1 %;15,6 %;16,7 %;1,2 %
40580;Rocky Mount, NC;Baby Boomer; 	10.621 ; 	10.685 ; 	64 ;1 %;14,8 %;16,7 %;1,9 %
39540;Racine, WI;Baby Boomer; 	12.526 ; 	13.445 ; 	919 ;7 %;14,9 %;16,7 %;1,7 %
34940;Naples-Marco Island, FL;Baby Boomer; 	22.422 ; 	23.137 ; 	715 ;3 %;15,2 %;16,6 %;1,5 %
44300;State College, PA;Baby Boomer; 	12.260 ; 	13.494 ; 	1.234 ;10 %;15,4 %;16,6 %;1,2 %
29460;Lakeland-Winter Haven, FL;Baby Boomer; 	33.921 ; 	34.964 ; 	1.043 ;3 %;14,9 %;16,6 %;1,7 %
35660;Niles-Benton Harbor, MI;Baby Boomer; 	10.787 ; 	10.991 ; 	204 ;2 %;15,3 %;16,6 %;1,3 %
37620;Parkersburg-Marietta-Vienna, WV-OH;Baby Boomer; 	11.439 ; 	12.044 ; 	605 ;5 %;15,0 %;16,5 %;1,5 %
46540;Utica-Rome, NY;Baby Boomer; 	21.009 ; 	21.616 ; 	607 ;3 %;15,3 %;16,5 %;1,3 %
11300;Anderson, IN;Baby Boomer; 	6.680 ; 	7.402 ; 	722 ;11 %;14,7 %;16,5 %;1,8 %
26180;Honolulu, HI;Baby Boomer; 	82.602 ; 	89.876 ; 	7.274 ;9 %;15,0 %;16,5 %;1,4 %
22500;Florence, SC;Baby Boomer; 	14.342 ; 	14.541 ; 	199 ;1 %;15,5 %;16,5 %;1,0 %
36500;Olympia, WA;Baby Boomer; 	17.343 ; 	17.882 ; 	539 ;3 %;15,4 %;16,5 %;1,0 %
19340;Davenport-Moline-Rock Island, IA-IL;Baby Boomer; 	29.766 ; 	32.474 ; 	2.708 ;9 %;14,6 %;16,4 %;1,8 %
16220;Casper, WY;Baby Boomer; 	6.142 ; 	7.432 ; 	1.290 ;21 %;14,2 %;16,4 %;2,3 %
24020;Glens Falls, NY;Baby Boomer; 	8.753 ; 	9.749 ; 	996 ;11 %;14,8 %;16,4 %;1,6 %
24300;Grand Junction, CO;Baby Boomer; 	10.178 ; 	10.822 ; 	644 ;6 %;14,5 %;16,4 %;1,9 %
41540;Salisbury, MD;Baby Boomer; 	8.800 ; 	9.102 ; 	302 ;3 %;14,7 %;16,4 %;1,8 %
14860;Bridgeport-Stamford-Norwalk, CT;Baby Boomer; 	71.701 ; 	76.851 ; 	5.150 ;7 %;15,0 %;16,4 %;1,4 %
28700;Kingsport-Bristol-Bristol, TN-VA;Baby Boomer; 	20.163 ; 	21.136 ; 	973 ;5 %;15,1 %;16,4 %;1,4 %
15980;Cape Coral-Fort Myers, FL;Baby Boomer; 	37.119 ; 	37.640 ; 	521 ;1 %;15,0 %;16,4 %;1,4 %
41780;Sandusky, OH;Baby Boomer; 	6.013 ; 	6.642 ; 	629 ;10 %;14,6 %;16,4 %;1,8 %
43580;Sioux City, IA-NE-SD;Baby Boomer; 	11.680 ; 	13.532 ; 	1.852 ;16 %;14,2 %;16,4 %;2,2 %
23060;Fort Wayne, IN;Baby Boomer; 	32.959 ; 	36.467 ; 	3.508 ;11 %;14,5 %;16,4 %;1,9 %
45780;Toledo, OH;Baby Boomer; 	50.457 ; 	52.971 ; 	2.514 ;5 %;14,6 %;16,4 %;1,8 %
39820;Redding, CA;Baby Boomer; 	11.354 ; 	11.244 ; 	(110);-1 %;14,5 %;16,4 %;1,9 %
42220;Santa Rosa-Petaluma, CA;Baby Boomer; 	32.933 ; 	34.228 ; 	1.295 ;4 %;14,7 %;16,4 %;1,7 %
49180;Winston-Salem, NC;Baby Boomer; 	34.640 ; 	36.786 ; 	2.146 ;6 %;14,6 %;16,3 %;1,7 %
48140;Wausau, WI;Baby Boomer; 	11.112 ; 	11.673 ; 	561 ;5 %;14,2 %;16,3 %;2,1 %
29100;La Crosse, WI-MN;Baby Boomer; 	11.216 ; 	13.131 ; 	1.915 ;17 %;14,3 %;16,3 %;2,0 %
37980;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Baby Boomer; 	433.350 ; 	472.130 ; 	38.780 ;9 %;14,6 %;16,3 %;1,7 %
26300;Hot Springs, AR;Baby Boomer; 	6.515 ; 	6.573 ; 	58 ;1 %;15,1 %;16,3 %;1,2 %
16820;Charlottesville, VA;Baby Boomer; 	16.356 ; 	17.450 ; 	1.094 ;7 %;15,0 %;16,3 %;1,3 %
27100;Jackson, MI;Baby Boomer; 	9.232 ; 	9.679 ; 	447 ;5 %;15,0 %;16,3 %;1,3 %
17820;Colorado Springs, CO;Baby Boomer; 	46.750 ; 	52.250 ; 	5.500 ;12 %;14,6 %;16,2 %;1,6 %
47940;Waterloo-Cedar Falls, IA;Baby Boomer; 	13.752 ; 	16.107 ; 	2.355 ;17 %;14,5 %;16,2 %;1,8 %
37900;Peoria, IL;Baby Boomer; 	28.928 ; 	30.767 ; 	1.839 ;6 %;14,6 %;16,2 %;1,6 %
40420;Rockford, IL;Baby Boomer; 	23.771 ; 	25.163 ; 	1.392 ;6 %;14,0 %;16,2 %;2,2 %
27500;Janesville, WI;Baby Boomer; 	10.624 ; 	11.014 ; 	390 ;4 %;14,1 %;16,2 %;2,1 %
39660;Rapid City, SD;Baby Boomer; 	9.873 ; 	11.489 ; 	1.616 ;16 %;14,1 %;16,2 %;2,1 %
39300;Providence-New Bedford-Fall River, RI-MA;Baby Boomer; 	111.338 ; 	118.131 ; 	6.793 ;6 %;14,4 %;16,2 %;1,8 %
43900;Spartanburg, SC;Baby Boomer; 	19.866 ; 	20.950 ; 	1.084 ;5 %;15,0 %;16,2 %;1,2 %
44940;Sumter, SC;Baby Boomer; 	7.019 ; 	7.268 ; 	249 ;4 %;14,8 %;16,2 %;1,4 %
12980;Battle Creek, MI;Baby Boomer; 	8.997 ; 	9.611 ; 	614 ;7 %;14,5 %;16,2 %;1,7 %
20220;Dubuque, IA;Baby Boomer; 	8.589 ; 	10.189 ; 	1.600 ;19 %;14,4 %;16,2 %;1,8 %
45060;Syracuse, NY;Baby Boomer; 	47.795 ; 	52.325 ; 	4.530 ;9 %;14,3 %;16,1 %;1,8 %
36140;Ocean City, NJ;Baby Boomer; 	6.991 ; 	7.006 ; 	15 ;0 %;14,8 %;16,1 %;1,4 %
48620;Wichita, KS;Baby Boomer; 	45.366 ; 	50.393 ; 	5.027 ;11 %;13,9 %;16,1 %;2,3 %
38900;Portland-Vancouver-Hillsboro, OR-WA;Baby Boomer; 	171.652 ; 	187.757 ; 	16.105 ;9 %;14,6 %;16,1 %;1,5 %
13980;Blacksburg-Christiansburg-Radford, VA;Baby Boomer; 	10.780 ; 	11.553 ; 	773 ;7 %;15,0 %;16,1 %;1,2 %
39100;Poughkeepsie-Newburgh-Middletown, NY;Baby Boomer; 	41.444 ; 	43.612 ; 	2.168 ;5 %;14,8 %;16,1 %;1,4 %
11700;Asheville, NC;Baby Boomer; 	29.628 ; 	31.623 ; 	1.995 ;7 %;14,7 %;16,1 %;1,4 %
21300;Elmira, NY;Baby Boomer; 	6.285 ; 	6.463 ; 	178 ;3 %;14,9 %;16,1 %;1,2 %
34740;Muskegon-Norton Shores, MI;Baby Boomer; 	9.906 ; 	10.716 ; 	810 ;8 %;14,3 %;16,1 %;1,8 %
45820;Topeka, KS;Baby Boomer; 	17.989 ; 	19.336 ; 	1.347 ;7 %;14,9 %;16,1 %;1,2 %
21780;Evansville, IN-KY;Baby Boomer; 	26.762 ; 	29.588 ; 	2.826 ;11 %;14,4 %;16,1 %;1,6 %
30300;Lewiston, ID-WA;Baby Boomer; 	4.330 ; 	4.581 ; 	251 ;6 %;14,6 %;16,1 %;1,5 %
25180;Hagerstown-Martinsburg, MD-WV;Baby Boomer; 	16.293 ; 	17.731 ; 	1.438 ;9 %;14,8 %;16,1 %;1,3 %
27060;Ithaca, NY;Baby Boomer; 	8.085 ; 	9.014 ; 	929 ;11 %;14,4 %;16,0 %;1,6 %
40380;Rochester, NY;Baby Boomer; 	77.078 ; 	84.157 ; 	7.079 ;9 %;14,5 %;16,0 %;1,6 %
45300;Tampa-St. Petersburg-Clearwater, FL;Baby Boomer; 	193.593 ; 	201.270 ; 	7.677 ;4 %;14,4 %;16,0 %;1,6 %
34100;Morristown, TN;Baby Boomer; 	8.297 ; 	7.943 ; 	(354);-4 %;15,2 %;16,0 %;0,8 %
15380;Buffalo-Niagara Falls, NY;Baby Boomer; 	80.331 ; 	90.275 ; 	9.944 ;12 %;14,2 %;16,0 %;1,8 %
44140;Springfield, MA;Baby Boomer; 	48.047 ; 	52.058 ; 	4.011 ;8 %;14,7 %;16,0 %;1,3 %
13900;Bismarck, ND;Baby Boomer; 	9.231 ; 	11.996 ; 	2.765 ;30 %;14,1 %;16,0 %;1,9 %
33340;Milwaukee-Waukesha-West Allis, WI;Baby Boomer; 	125.045 ; 	139.221 ; 	14.176 ;11 %;13,9 %;16,0 %;2,1 %
33540;Missoula, MT;Baby Boomer; 	8.906 ; 	10.103 ; 	1.197 ;13 %;14,0 %;16,0 %;1,9 %
24660;Greensboro-High Point, NC;Baby Boomer; 	56.490 ; 	59.528 ; 	3.038 ;5 %;14,3 %;16,0 %;1,7 %
49020;Winchester, VA-WV;Baby Boomer; 	9.074 ; 	10.145 ; 	1.071 ;12 %;14,5 %;15,9 %;1,4 %
28940;Knoxville, TN;Baby Boomer; 	53.477 ; 	57.660 ; 	4.183 ;8 %;14,5 %;15,9 %;1,4 %
46060;Tucson, AZ;Baby Boomer; 	61.708 ; 	65.082 ; 	3.374 ;5 %;14,4 %;15,9 %;1,6 %
27900;Joplin, MO;Baby Boomer; 	12.549 ; 	13.561 ; 	1.012 ;8 %;14,3 %;15,9 %;1,6 %
28100;Kankakee-Bradley, IL;Baby Boomer; 	6.972 ; 	7.262 ; 	290 ;4 %;14,6 %;15,9 %;1,3 %
39380;Pueblo, CO;Baby Boomer; 	9.141 ; 	10.147 ; 	1.006 ;11 %;14,4 %;15,9 %;1,5 %
12580;Baltimore-Towson, MD;Baby Boomer; 	206.884 ; 	229.206 ; 	22.322 ;11 %;14,5 %;15,9 %;1,4 %
27620;Jefferson City, MO;Baby Boomer; 	12.225 ; 	12.803 ; 	578 ;5 %;14,6 %;15,9 %;1,3 %
40060;Richmond, VA;Baby Boomer; 	95.313 ; 	105.793 ; 	10.480 ;11 %;14,1 %;15,9 %;1,7 %
35620;New York-Northern New Jersey-Long Island, NY-NJ-PA;Baby Boomer; 	1.347.060 ; 	1.473.872 ; 	126.812 ;9 %;14,6 %;15,9 %;1,2 %
18880;Crestview-Fort Walton Beach-Destin, FL;Baby Boomer; 	15.316 ; 	15.726 ; 	410 ;3 %;14,6 %;15,9 %;1,3 %
14740;Bremerton-Silverdale, WA;Baby Boomer; 	15.919 ; 	15.748 ; 	(171);-1 %;14,9 %;15,9 %;1,0 %
37860;Pensacola-Ferry Pass-Brent, FL;Baby Boomer; 	28.345 ; 	29.059 ; 	714 ;3 %;14,7 %;15,9 %;1,2 %
11340;Anderson, SC;Baby Boomer; 	10.127 ; 	10.558 ; 	431 ;4 %;14,6 %;15,9 %;1,2 %
33780;Monroe, MI;Baby Boomer; 	6.707 ; 	6.745 ; 	38 ;1 %;14,3 %;15,9 %;1,6 %
10580;Albany-Schenectady-Troy, NY;Baby Boomer; 	67.265 ; 	72.520 ; 	5.255 ;8 %;14,5 %;15,8 %;1,4 %
37700;Pascagoula, MS;Baby Boomer; 	8.981 ; 	9.535 ; 	554 ;6 %;14,6 %;15,8 %;1,2 %
29020;Kokomo, IN;Baby Boomer; 	7.252 ; 	7.198 ; 	(54);-1 %;14,7 %;15,8 %;1,1 %
47020;Victoria, TX;Baby Boomer; 	7.593 ; 	9.093 ; 	1.500 ;20 %;13,5 %;15,8 %;2,3 %
23540;Gainesville, FL;Baby Boomer; 	20.947 ; 	21.511 ; 	564 ;3 %;14,7 %;15,8 %;1,1 %
49340;Worcester, MA;Baby Boomer; 	51.215 ; 	56.474 ; 	5.259 ;10 %;14,3 %;15,8 %;1,5 %
39900;Reno-Sparks, NV;Baby Boomer; 	34.074 ; 	32.016 ; 	(2.058);-6 %;14,3 %;15,8 %;1,5 %
40340;Rochester, MN;Baby Boomer; 	15.293 ; 	17.817 ; 	2.524 ;17 %;13,5 %;15,8 %;2,3 %
16860;Chattanooga, TN-GA;Baby Boomer; 	38.468 ; 	40.070 ; 	1.602 ;4 %;14,4 %;15,8 %;1,4 %
28020;Kalamazoo-Portage, MI;Baby Boomer; 	21.589 ; 	23.078 ; 	1.489 ;7 %;14,0 %;15,8 %;1,8 %
33100;Miami-Fort Lauderdale-Pompano Beach, FL;Baby Boomer; 	385.342 ; 	399.354 ; 	14.012 ;4 %;14,6 %;15,8 %;1,1 %
25500;Harrisonburg, VA;Baby Boomer; 	9.388 ; 	10.626 ; 	1.238 ;13 %;14,0 %;15,8 %;1,7 %
45460;Terre Haute, IN;Baby Boomer; 	11.007 ; 	11.816 ; 	809 ;7 %;14,3 %;15,8 %;1,4 %
45220;Tallahassee, FL;Baby Boomer; 	27.934 ; 	27.978 ; 	44 ;0 %;14,8 %;15,8 %;1,0 %
29140;Lafayette, IN;Baby Boomer; 	13.486 ; 	16.060 ; 	2.574 ;19 %;13,9 %;15,7 %;1,8 %
27180;Jackson, TN;Baby Boomer; 	9.329 ; 	10.148 ; 	819 ;9 %;14,1 %;15,7 %;1,6 %
15500;Burlington, NC;Baby Boomer; 	9.707 ; 	10.369 ; 	662 ;7 %;14,4 %;15,7 %;1,3 %
44100;Springfield, IL;Baby Boomer; 	20.798 ; 	21.873 ; 	1.075 ;5 %;14,7 %;15,7 %;1,0 %
14020;Bloomington, IN;Baby Boomer; 	12.546 ; 	13.049 ; 	503 ;4 %;14,4 %;15,7 %;1,4 %
34580;Mount Vernon-Anacortes, WA;Baby Boomer; 	7.938 ; 	8.170 ; 	232 ;3 %;14,2 %;15,7 %;1,5 %
36780;Oshkosh-Neenah, WI;Baby Boomer; 	13.113 ; 	15.385 ; 	2.272 ;17 %;13,5 %;15,7 %;2,2 %
46140;Tulsa, OK;Baby Boomer; 	66.133 ; 	72.434 ; 	6.301 ;10 %;14,1 %;15,7 %;1,6 %
42100;Santa Cruz-Watsonville, CA;Baby Boomer; 	16.431 ; 	18.073 ; 	1.642 ;10 %;14,1 %;15,7 %;1,6 %
13020;Bay City, MI;Baby Boomer; 	5.696 ; 	6.133 ; 	437 ;8 %;14,0 %;15,7 %;1,7 %
10740;Albuquerque, NM;Baby Boomer; 	60.008 ; 	64.084 ; 	4.076 ;7 %;13,9 %;15,7 %;1,7 %
17900;Columbia, SC;Baby Boomer; 	56.129 ; 	60.886 ; 	4.757 ;8 %;14,3 %;15,7 %;1,3 %
24860;Greenville-Mauldin-Easley, SC;Baby Boomer; 	48.331 ; 	50.612 ; 	2.281 ;5 %;14,6 %;15,6 %;1,0 %
44060;Spokane, WA;Baby Boomer; 	33.669 ; 	36.382 ; 	2.713 ;8 %;14,0 %;15,6 %;1,6 %
16300;Cedar Rapids, IA;Baby Boomer; 	20.737 ; 	23.811 ; 	3.074 ;15 %;14,0 %;15,6 %;1,7 %
20500;Durham-Chapel Hill, NC;Baby Boomer; 	42.211 ; 	48.443 ; 	6.232 ;15 %;13,8 %;15,6 %;1,9 %
17140;Cincinnati-Middletown, OH-KY-IN;Baby Boomer; 	150.750 ; 	165.838 ; 	15.088 ;10 %;13,6 %;15,6 %;2,0 %
32820;Memphis, TN-MS-AR;Baby Boomer; 	95.107 ; 	102.633 ; 	7.526 ;8 %;13,7 %;15,6 %;1,9 %
36980;Owensboro, KY;Baby Boomer; 	8.003 ; 	9.037 ; 	1.034 ;13 %;14,3 %;15,5 %;1,3 %
41860;San Francisco-Oakland-Fremont, CA;Baby Boomer; 	323.441 ; 	357.624 ; 	34.183 ;11 %;14,1 %;15,5 %;1,5 %
33660;Mobile, AL;Baby Boomer; 	27.817 ; 	29.920 ; 	2.103 ;8 %;13,8 %;15,5 %;1,7 %
24220;Grand Forks, ND-MN;Baby Boomer; 	8.615 ; 	9.719 ; 	1.104 ;13 %;14,0 %;15,5 %;1,6 %
38340;Pittsfield, MA;Baby Boomer; 	10.097 ; 	10.607 ; 	510 ;5 %;14,1 %;15,5 %;1,4 %
34620;Muncie, IN;Baby Boomer; 	7.829 ; 	7.789 ; 	(40);-1 %;14,4 %;15,5 %;1,1 %
13380;Bellingham, WA;Baby Boomer; 	13.541 ; 	14.429 ; 	888 ;7 %;14,2 %;15,5 %;1,3 %
41180;St. Louis, MO-IL;Baby Boomer; 	198.358 ; 	218.629 ; 	20.271 ;10 %;13,6 %;15,5 %;1,9 %
19820;Detroit-Warren-Livonia, MI;Baby Boomer; 	281.190 ; 	299.077 ; 	17.887 ;6 %;13,8 %;15,5 %;1,7 %
29620;Lansing-East Lansing, MI;Baby Boomer; 	32.827 ; 	34.309 ; 	1.482 ;5 %;14,1 %;15,5 %;1,4 %
11460;Ann Arbor, MI;Baby Boomer; 	30.956 ; 	34.955 ; 	3.999 ;13 %;14,2 %;15,5 %;1,2 %
17420;Cleveland, TN;Baby Boomer; 	6.748 ; 	7.270 ; 	522 ;8 %;14,7 %;15,5 %;0,8 %
13820;Birmingham-Hoover, AL;Baby Boomer; 	78.267 ; 	81.760 ; 	3.493 ;4 %;13,9 %;15,5 %;1,6 %
24140;Goldsboro, NC;Baby Boomer; 	7.723 ; 	8.221 ; 	498 ;6 %;14,0 %;15,5 %;1,4 %
41140;St. Joseph, MO-KS;Baby Boomer; 	8.553 ; 	9.351 ; 	798 ;9 %;13,7 %;15,4 %;1,8 %
17660;Coeur d'Alene, ID;Baby Boomer; 	8.901 ; 	9.134 ; 	233 ;3 %;13,8 %;15,4 %;1,6 %
30020;Lawton, OK;Baby Boomer; 	8.378 ; 	9.038 ; 	660 ;8 %;14,5 %;15,4 %;0,9 %
47260;Virginia Beach-Norfolk-Newport News, VA-NC;Baby Boomer; 	126.982 ; 	135.794 ; 	8.812 ;7 %;13,9 %;15,4 %;1,5 %
16980;Chicago-Joliet-Naperville, IL-IN-WI;Baby Boomer; 	656.416 ; 	712.246 ; 	55.830 ;9 %;13,7 %;15,4 %;1,7 %
