"faa","name","lat","lon","alt","tz","dst","city","country","flight_date","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","airline","tail_number","flight_number","origin","dest","air_time","actual_elapsed_time","distance","cancelled","diverted"
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",1722,1730,-8,1846,1854,-8,MQ,N685AE,3844,MIA,TLH,64,84,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1738,1741,-3,1808,1821,-13,OH,N530EA,5463,CLT,PNS,73,90,488,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",1743,1745,-2,1814,1825,-11,OH,N550NN,5709,CLT,VPS,66,91,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",1800,1801,-1,1926,1940,-14,YX,N109HQ,4660,CLT,TLH,59,86,386,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",1801,1805,-4,1940,1949,-9,EV,N13992,4447,IAH,VPS,75,99,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",1928,1830,58,1951,1915,36,EV,N720EV,2890,CLT,ECP,66,83,437,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1831,1834,-3,1839,1845,-6,DL,N955DL,2182,ATL,PNS,45,68,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",1845,1850,-5,2049,2054,-5,EV,N738EV,2870,DFW,ECP,88,124,685,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",1846,1855,-9,2034,2053,-19,AA,N9677W,1445,DFW,VPS,82,108,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1928,1935,-7,2034,2050,-16,WN,N455WN,1020,BNA,PNS,54,66,391,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",1932,1936,-4,1939,1945,-6,DL,N969DL,1856,ATL,VPS,39,67,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1927,1935,-8,2045,2101,-16,OH,N511AE,5597,DCA,PNS,115,138,816,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",1930,1935,-5,2046,2050,-4,WN,N7733B,1378,BNA,ECP,59,76,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1959,1955,4,2032,2040,-8,OH,N592NN,5103,CLT,PNS,66,93,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1942,1941,1,2112,2107,5,YV,N85352,6187,IAH,PNS,67,90,489,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",1953,1955,-2,2136,2133,3,EV,N13988,4190,IAH,ECP,91,103,572,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",1957,2000,-3,2214,2216,-2,YX,N432YX,4504,DCA,TLH,96,137,716,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",2031,2035,-4,2213,2220,-7,AA,N963TW,2641,DFW,PNS,80,102,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",2029,2030,-1,2325,2333,-8,MQ,N226NN,4131,DFW,TLH,94,116,767,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",2040,2046,-6,2042,2057,-15,DL,N948DL,1236,ATL,PNS,45,62,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",2034,2047,-13,2225,2253,-28,G4,"305NV",1915,MCI,VPS,91,111,764,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",2237,2241,-4,2342,2345,-3,DL,N996AT,485,ATL,TLH,38,65,223,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",2049,2051,-2,2141,2155,-14,DL,N906DL,1669,ATL,TLH,35,52,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",2145,2151,-6,2226,2242,-16,MQ,N931AE,4109,MIA,PNS,80,101,530,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",2227,2232,-5,2345,2359,-14,OH,N513AE,5284,CLT,TLH,56,78,386,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",2244,2241,3,2313,2320,-7,OH,N556NN,5696,CLT,VPS,70,89,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",2234,2242,-8,2236,2248,-12,DL,N903DE,1590,ATL,VPS,42,62,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",2232,2238,-6,2232,2247,-15,DL,N956DL,1213,ATL,PNS,41,60,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",717,722,-5,1107,1121,-14,F9,N201FR,638,DEN,PNS,145,170,1179,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",734,739,-5,822,824,-2,OH,N716PS,5237,CLT,PNS,78,108,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",745,745,0,859,900,-1,WN,N7731A,1281,BNA,ECP,58,74,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1726,1705,21,1843,1830,13,WN,N7734H,976,HOU,PNS,64,77,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",745,750,-5,856,905,-9,WN,N703SW,2229,BNA,PNS,56,71,391,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",813,820,-7,815,829,-14,DL,N971DL,2212,ATL,PNS,47,62,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",834,835,-1,909,911,-2,OH,N570NN,5564,CLT,VPS,72,95,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",832,836,-4,935,941,-6,"9E",N335PQ,3281,ATL,TLH,38,63,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",843,850,-7,1011,1023,-12,YX,N429YX,4609,DCA,VPS,111,148,789,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",854,900,-6,858,901,-3,DL,N983DL,2029,ATL,ECP,43,64,240,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",857,900,-3,1016,1025,-9,OH,N593NN,5272,CLT,TLH,63,79,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",939,945,-6,1109,1117,-8,EV,N16541,4221,IAH,PNS,71,90,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1017,1020,-3,1151,1208,-17,MQ,N253NN,3324,DFW,PNS,78,94,604,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1128,1130,-2,1218,1214,4,OH,N583NN,5298,CLT,PNS,80,110,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1214,1138,36,1329,1300,29,MQ,N229NN,3771,DCA,PNS,112,135,816,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",1210,1218,-8,1351,1359,-8,EV,N25134,3995,IAH,VPS,72,101,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",1235,1225,10,1428,1423,5,EV,N617QX,2895,DFW,ECP,92,113,685,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1256,1300,-4,1435,1443,-8,AA,N982TW,2389,DFW,PNS,80,99,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",1301,1307,-6,1340,1350,-10,OH,N587NN,5500,CLT,VPS,72,99,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",1316,1320,-4,1455,1451,4,OH,N598NN,5662,CLT,TLH,70,99,386,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",1351,1354,-3,1344,1350,-6,DL,N920DE,2506,ATL,ECP,38,53,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1403,1414,-11,1531,1554,-23,YX,N108HQ,4537,PHL,PNS,128,148,935,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",1417,1421,-4,1507,1522,-15,DL,N998AT,1399,ATL,TLH,36,50,223,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",1436,1439,-3,1555,1603,-8,MQ,N680AE,3861,MIA,TLH,67,79,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1448,1455,-7,1534,1542,-8,YX,N127HQ,4553,CLT,PNS,74,106,488,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",1520,1510,10,1515,1514,1,DL,N991DL,2802,ATL,VPS,39,55,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1613,1615,-2,1656,1701,-5,MQ,N678AE,3427,MIA,PNS,86,103,530,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",1617,1617,0,1702,1712,-10,DL,N918DE,1786,ATL,TLH,37,45,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",1645,1650,-5,1831,1846,-15,YV,N931LR,5906,DFW,VPS,84,106,641,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",1743,1710,33,1909,1845,24,WN,N7703A,2008,HOU,ECP,75,86,571,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",1710,1713,-3,1704,1710,-6,DL,N975DL,1403,ATL,ECP,41,54,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",933,915,18,1013,1000,13,MQ,N679AE,3733,MIA,PNS,84,100,530,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",941,944,-3,940,948,-8,DL,N915DE,2716,ATL,VPS,39,59,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1002,1002,0,1007,1015,-8,DL,N694DL,2179,ATL,PNS,47,65,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",1018,1025,-7,1134,1147,-13,MQ,N680AE,3663,MIA,TLH,62,76,402,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",,1055,,,1257,,YV,"",5740,DFW,VPS,,,641,1,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",1104,1110,-6,1158,1209,-11,DL,N906AT,489,ATL,TLH,40,54,223,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",1054,1112,-18,1045,1113,-28,DL,N900DE,1733,ATL,ECP,38,51,240,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",1121,1129,-8,1253,1313,-20,G4,"305NV",1903,BLV,VPS,75,92,587,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",1125,1131,-6,1149,1209,-20,EV,N616QX,2893,CLT,ECP,62,84,437,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1126,1135,-9,1338,1347,-9,EV,N11184,4085,ORD,PNS,103,132,794,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1156,1205,-9,1321,1337,-16,EV,N11165,4393,IAH,PNS,65,85,489,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",1200,1205,-5,1349,1350,-1,EV,N13566,4451,IAH,ECP,83,109,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1231,1236,-5,1231,1246,-15,DL,N906DL,362,ATL,PNS,45,60,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",1302,1305,-3,1609,1610,-1,MQ,N252NN,4069,DFW,TLH,99,127,767,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",1340,1342,-2,1337,1346,-9,DL,N911DL,2873,ATL,VPS,41,57,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1455,1459,-4,1454,1509,-15,DL,N945DL,340,ATL,PNS,43,59,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",1619,1610,9,1746,1737,9,OH,N597NN,5248,CLT,TLH,60,87,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1627,1635,-8,1806,1802,4,YV,N88335,6184,IAH,PNS,72,99,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1650,1655,-5,1837,1845,-8,MQ,N246NN,3877,DFW,PNS,80,107,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",1723,1730,-7,1845,1854,-9,MQ,N932AE,3844,MIA,TLH,65,82,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1734,1741,-7,1802,1821,-19,OH,N540EA,5463,CLT,PNS,74,88,488,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",1738,1745,-7,1817,1825,-8,OH,N549NN,5709,CLT,VPS,71,99,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",1753,1801,-8,1929,1940,-11,YX,N130HQ,4660,CLT,TLH,66,96,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1830,1834,-4,1832,1843,-11,DL,N990DL,2182,ATL,PNS,46,62,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",2008,1830,98,2038,1915,83,EV,N617QX,2890,CLT,ECP,67,90,437,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",1844,1850,-6,2036,2054,-18,EV,N718EV,2870,DFW,ECP,90,112,685,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",1902,1855,7,2049,2053,-4,AA,N971TW,1445,DFW,VPS,79,107,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1923,1935,-12,2038,2101,-23,OH,N504AE,5597,DCA,PNS,118,135,816,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",1934,1935,-1,2039,2050,-11,WN,N7814B,1378,BNA,ECP,54,65,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1936,1935,1,2043,2050,-7,WN,N704SW,1020,BNA,PNS,54,67,391,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",1936,1936,0,1936,1943,-7,DL,N951DL,1856,ATL,VPS,39,60,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1951,1955,-4,2025,2040,-15,OH,N550NN,5103,CLT,PNS,75,94,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",1947,1941,6,2118,2107,11,YV,N87337,6187,IAH,PNS,71,91,489,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-30",1948,1955,-7,2139,2133,6,EV,N21537,4190,IAH,ECP,81,111,572,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",1953,2000,-7,2155,2216,-21,YX,N404YX,4504,DCA,TLH,101,122,716,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",2059,2035,24,2239,2220,19,AA,N968TW,2641,DFW,PNS,79,100,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",2033,2030,3,2331,2333,-2,MQ,N224NN,4131,DFW,TLH,91,118,767,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",2152,2151,1,2248,2242,6,MQ,N623AE,4109,MIA,PNS,86,116,530,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",2228,2232,-4,2343,2359,-16,OH,N525EA,5284,CLT,TLH,60,75,386,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",2238,2242,-4,2243,2246,-3,DL,N937DL,1590,ATL,VPS,41,65,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-30",2236,2238,-2,2237,2244,-7,DL,N903DE,1213,ATL,PNS,41,61,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-30",2239,2241,-2,2336,2344,-8,DL,N916DL,485,ATL,TLH,37,57,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-30",2235,2241,-6,2308,2320,-12,OH,N567NN,5696,CLT,VPS,72,93,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-31",653,700,-7,801,810,-9,G4,"326NV",1424,PIT,VPS,107,128,775,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-31",732,739,-7,818,824,-6,OH,N516AE,5237,CLT,PNS,80,106,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-31",743,750,-7,854,905,-11,WN,N7812G,24,BNA,ECP,59,71,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-31",823,820,3,823,829,-6,DL,N918DE,2212,ATL,PNS,45,60,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-31",754,800,-6,909,920,-11,WN,N258WN,356,BNA,PNS,60,75,391,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-31",831,835,-4,903,911,-8,OH,N558NN,5564,CLT,VPS,69,92,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-31",831,836,-5,923,941,-18,"9E",N914XJ,3281,ATL,TLH,37,52,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-31",849,850,-1,1006,1023,-17,YX,N430YX,4609,DCA,VPS,109,137,789,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-31",854,900,-6,850,901,-11,DL,N949DL,2029,ATL,ECP,41,56,240,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-31",856,900,-4,1010,1025,-15,OH,N556NN,5272,CLT,TLH,62,74,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-31",905,915,-10,949,1000,-11,MQ,N680AE,3733,MIA,PNS,84,104,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-31",938,945,-7,1113,1117,-4,EV,N13903,4221,IAH,PNS,71,95,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-31",942,944,-2,946,948,-2,DL,N904DL,2716,ATL,VPS,43,64,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-31",2311,2151,80,2353,2242,71,MQ,N650AE,4109,MIA,PNS,83,102,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-31",959,1002,-3,1003,1015,-12,DL,N6706Q,2179,ATL,PNS,45,64,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-31",1019,1020,-1,1156,1208,-12,MQ,N258NN,3324,DFW,PNS,79,97,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-31",1019,1025,-6,1141,1147,-6,MQ,N676AE,3663,MIA,TLH,62,82,402,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-31",1124,1131,-7,1148,1209,-21,EV,N600QX,2893,CLT,ECP,62,84,437,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-31",1127,1135,-8,1352,1347,5,EV,N12201,4085,ORD,PNS,124,145,794,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-31",1203,1205,-2,1347,1348,-1,YV,N86312,6049,IAH,ECP,77,104,572,0,0
