"faa","name","lat","lon","alt","tz","dst","city","country","flight_date","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","airline","tail_number","flight_number","origin","dest","air_time","actual_elapsed_time","distance","cancelled","diverted"
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-14",1738,1741,-3,1812,1821,-9,OH,N706PS,5463,CLT,PNS,74,94,488,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-14",1755,1801,-6,1924,1940,-16,YX,N101HQ,4660,CLT,TLH,60,89,386,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-14",,1850,,,2054,,EV,N611QX,2870,DFW,ECP,,,685,1,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-14",1848,1854,-6,1853,1906,-13,DL,N909DE,2182,ATL,PNS,45,65,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-14",1851,1855,-4,2058,2053,5,AA,N9626F,1445,DFW,VPS,83,127,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-14",1917,1910,7,2028,2025,3,WN,N7879A,5039,BNA,PNS,56,71,391,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-14",,1920,,,2035,,WN,N7733B,4390,BNA,ECP,,,401,1,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-14",1942,1935,7,2049,2101,-12,OH,N505AE,5597,DCA,PNS,113,127,816,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-14",1933,1936,-3,1939,1945,-6,DL,N902DE,1856,ATL,VPS,40,66,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-14",2023,1941,42,2145,2118,27,YV,N88310,6187,IAH,PNS,63,82,489,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-14",,1955,,,2140,,EV,N16571,4190,IAH,ECP,,,572,1,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-14",1958,2000,-2,2157,2216,-19,YX,N102HQ,4504,DCA,TLH,99,119,716,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-14",2047,2051,-4,2137,2155,-18,DL,N969DL,1669,ATL,TLH,36,50,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-14",2033,2035,-2,2252,2220,32,AA,N964TW,2641,DFW,PNS,82,139,604,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-14",2043,2046,-3,2045,2057,-12,DL,N997DL,1236,ATL,PNS,48,62,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-14",2151,2151,0,2239,2242,-3,MQ,N685AE,4109,MIA,PNS,84,108,530,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-14",2240,2241,-1,2333,2320,13,OH,N590NN,5696,CLT,VPS,73,113,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-14",2225,2232,-7,2348,2359,-11,OH,N540EA,5284,CLT,TLH,68,83,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-14",2230,2238,-8,2235,2247,-12,DL,N976DL,1213,ATL,PNS,44,65,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-14",2235,2242,-7,2245,2248,-3,DL,N938DL,1590,ATL,VPS,41,70,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-14",1221,2245,816,1248,2250,838,DL,N995DL,2303,ATL,ECP,61,87,240,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-14",2240,2241,-1,2345,2345,0,DL,N956DL,485,ATL,TLH,38,65,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",724,705,19,917,901,16,YV,N908FJ,5725,DFW,VPS,86,113,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",721,725,-4,917,904,13,EV,N16561,4182,IAH,PNS,78,116,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",736,739,-3,824,824,0,OH,N584NN,5237,CLT,PNS,80,108,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",759,745,14,949,900,49,WN,N7733B,1281,BNA,ECP,62,110,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",753,750,3,910,905,5,WN,N733SA,2229,BNA,PNS,59,77,391,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",819,820,-1,827,831,-4,DL,N960DL,2212,ATL,PNS,52,68,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",857,900,-3,908,903,5,DL,N963DL,2029,ATL,ECP,45,71,240,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",832,835,-3,905,911,-6,OH,N585NN,5564,CLT,VPS,74,93,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",833,836,-3,935,941,-6,"9E",N197PQ,3281,ATL,TLH,39,62,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",923,850,33,1105,1023,42,YX,N407YX,4609,DCA,VPS,128,162,789,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",858,900,-2,1023,1025,-2,OH,N588NN,5272,CLT,TLH,64,85,386,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",854,900,-6,1030,1015,15,WN,N8303R,3984,BNA,ECP,59,96,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",919,915,4,1008,1000,8,MQ,N931AE,3733,MIA,PNS,87,109,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",934,935,-1,1137,1115,22,YX,N857RW,3668,IAH,PNS,68,123,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",944,944,0,945,950,-5,DL,N944DL,2716,ATL,VPS,42,61,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",1010,1010,0,1635,1155,,EV,N15980,4451,IAH,ECP,,,572,0,1
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1016,1002,14,1033,1017,16,DL,N949DL,2179,ATL,PNS,45,77,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1020,1025,-5,1143,1147,-4,MQ,N688AE,3663,MIA,TLH,68,83,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1049,1020,29,1235,1208,27,MQ,N250NN,3324,DFW,PNS,78,106,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1120,1050,30,1218,1150,28,DL,N997DL,489,ATL,TLH,41,58,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1037,1037,0,1135,1135,0,G4,"217NV",1917,LCK,VPS,93,118,675,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1517,1055,262,1707,1257,250,YV,N930LR,5740,DFW,VPS,85,110,641,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",1106,1112,-6,1118,1116,2,DL,N982DL,1733,ATL,ECP,47,72,240,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",1125,1131,-6,1225,1209,16,EV,N720EV,2893,CLT,ECP,69,120,437,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1125,1130,-5,1209,1214,-5,OH,N556NN,5298,CLT,PNS,73,104,488,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",2232,2232,0,2347,2359,-12,OH,N587NN,5284,CLT,TLH,60,75,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1138,1138,0,1252,1300,-8,MQ,N254NN,3771,DCA,PNS,117,134,816,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1240,1200,40,1522,1349,93,EV,N16561,3995,IAH,VPS,84,162,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",1452,1225,147,1636,1423,133,EV,N600QX,2895,DFW,ECP,90,104,685,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1259,1305,-6,1616,1610,6,MQ,N253NN,4069,DFW,TLH,98,137,767,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1303,1307,-4,1342,1350,-8,OH,N548NN,5500,CLT,VPS,72,99,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1317,1320,-3,1453,1451,2,OH,N566NN,5662,CLT,TLH,60,96,386,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",1348,1354,-6,1401,1352,9,DL,N951DL,2506,ATL,ECP,46,73,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1407,1414,-7,1559,1554,5,YX,N136HQ,4537,PHL,PNS,141,172,935,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1420,1421,-1,1516,1523,-7,DL,N952AT,1399,ATL,TLH,37,56,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1509,1510,-1,1514,1516,-2,DL,N904DL,2802,ATL,VPS,42,65,250,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1607,1610,-3,1730,1737,-7,OH,N582NN,5248,CLT,TLH,61,83,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1606,1615,-9,1646,1701,-15,MQ,N662EH,3427,MIA,PNS,83,100,530,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1622,1617,5,1715,1712,3,DL,N915DL,1786,ATL,TLH,37,53,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1653,1655,-2,1833,1845,-12,MQ,N258NN,3877,DFW,PNS,79,100,604,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1818,1705,73,1959,1830,89,WN,N426WN,976,HOU,PNS,70,101,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",1722,1713,9,1721,1711,10,DL,N976DL,1403,ATL,ECP,39,59,240,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1727,1719,8,1731,1722,9,DL,N908DL,1167,ATL,VPS,42,64,250,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1727,1730,-3,1858,1854,4,MQ,N657AE,3844,MIA,TLH,74,91,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",2053,1741,192,2130,1821,189,OH,N705PS,5463,CLT,PNS,72,97,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-19",1741,1741,0,1806,1821,-15,OH,N709PS,5463,CLT,PNS,71,85,488,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1806,1805,1,2016,1954,22,EV,N16571,4447,IAH,VPS,79,130,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",,1830,,,1915,,EV,N600QX,2890,CLT,ECP,,,437,1,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1930,1931,-1,2111,2115,-4,G4,"229NV",1903,BLV,VPS,84,101,587,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",1058,1934,924,1146,1940,966,DL,N986DL,2431,ATL,ECP,69,108,240,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",,1935,,,2050,,WN,"",1378,BNA,ECP,,,401,1,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1935,1935,0,2046,2050,-4,WN,N233LV,1020,BNA,PNS,57,71,391,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",2035,1941,54,2237,2118,79,YV,N89342,6187,IAH,PNS,69,122,489,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",743,1955,708,1000,2140,740,EV,N22909,4190,IAH,ECP,91,137,572,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",2039,2030,9,2356,2333,23,MQ,N263NN,4131,DFW,TLH,103,137,767,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",2040,2046,-6,2046,2057,-11,DL,N945DL,1236,ATL,PNS,45,66,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",2047,2051,-4,2146,2155,-9,DL,N910DE,1669,ATL,TLH,38,59,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",2139,2151,-12,2224,2242,-18,MQ,N931AE,4109,MIA,PNS,81,105,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1242,1155,47,1514,1334,100,EV,N11164,4393,IAH,PNS,74,152,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1232,1236,-4,1238,1247,-9,DL,N922DL,1353,ATL,PNS,47,66,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1322,1300,22,1505,1443,22,AA,N965TW,2389,DFW,PNS,81,103,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1533,1342,111,1547,1348,119,DL,N900DE,2873,ATL,VPS,43,74,250,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1428,1439,-11,1542,1603,-21,MQ,N650AE,3861,MIA,TLH,62,74,402,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",1507,1445,22,1711,1630,41,EV,N14905,4249,IAH,ECP,84,124,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1453,1455,-2,1534,1542,-8,YX,N107HQ,4553,CLT,PNS,75,101,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1456,1459,-3,1457,1511,-14,DL,N969DL,1270,ATL,PNS,46,61,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1550,1558,-8,1640,1645,-5,G4,"217NV",1901,CVG,VPS,91,110,600,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1649,1620,29,1949,1809,100,EV,N12540,4412,IAH,VPS,79,180,528,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1635,1635,0,1810,1812,-2,YV,N86350,6184,IAH,PNS,72,95,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1823,1650,93,2015,1846,89,YV,N914FJ,5906,DFW,VPS,82,112,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1714,1655,19,1722,1704,18,DL,N990DL,1814,ATL,PNS,45,68,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",,1710,,,1845,,WN,"",2008,HOU,ECP,,,571,1,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1742,1745,-3,1817,1825,-8,OH,N573NN,5709,CLT,VPS,72,95,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1754,1801,-7,1928,1940,-12,YX,N103HQ,4660,CLT,TLH,62,94,386,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1801,1804,-3,1859,1910,-11,DL,N960AT,678,ATL,TLH,38,58,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1828,1834,-6,1836,1845,-9,DL,N962DL,2182,ATL,PNS,46,68,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",,1850,,,2054,,EV,N717EV,2870,DFW,ECP,,,685,1,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1908,1855,13,2111,2053,18,AA,N9681B,1445,DFW,VPS,83,123,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",2108,1935,93,2220,2101,79,OH,N514AE,5597,DCA,PNS,118,132,816,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",1934,1936,-2,1940,1945,-5,DL,N980DL,1856,ATL,VPS,41,66,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",1955,1955,0,2032,2040,-8,OH,N548NN,5103,CLT,PNS,74,97,488,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",1956,2000,-4,2215,2216,-1,YX,N418YX,4504,DCA,TLH,99,139,716,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",2100,2032,28,2258,2238,20,G4,"217NV",1915,MCI,VPS,97,118,764,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-15",2246,2241,5,2343,2345,-2,DL,N920DE,485,ATL,TLH,40,57,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",2240,2241,-1,2306,2320,-14,OH,N588NN,5696,CLT,VPS,67,86,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-15",2237,2242,-5,2247,2248,-1,DL,N972DL,1590,ATL,VPS,41,70,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-15",1210,2245,805,1247,2250,837,DL,N912DE,2303,ATL,ECP,41,97,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",2238,2238,0,2240,2247,-7,DL,N957DL,1213,ATL,PNS,44,62,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",722,725,-3,923,904,19,EV,N18556,4182,IAH,PNS,90,121,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",752,722,30,1142,1121,21,F9,N338FR,638,DEN,PNS,147,170,1179,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",738,739,-1,925,824,61,OH,N504AE,5237,CLT,PNS,138,167,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",1000,745,135,1129,900,149,WN,N7814B,1281,BNA,ECP,72,89,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1004,750,134,1118,905,133,WN,N905WN,2229,BNA,PNS,57,74,391,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",832,835,-3,941,911,30,OH,N589NN,5564,CLT,VPS,112,129,460,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1010,820,110,1028,831,117,DL,N905DL,2212,ATL,PNS,48,78,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",832,836,-4,934,941,-7,"9E",N294PQ,3281,ATL,TLH,42,62,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",848,850,-2,1047,1023,24,YX,N408YX,4609,DCA,VPS,122,179,789,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",1033,900,93,1103,903,120,DL,N953DL,2029,ATL,ECP,68,90,240,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",859,900,-1,1023,1025,-2,OH,N571NN,5272,CLT,TLH,65,84,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",909,915,-6,958,1000,-2,MQ,N650AE,3733,MIA,PNS,88,109,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",939,935,4,1113,1115,-2,YX,N642RW,3668,IAH,PNS,68,94,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",938,944,-6,950,950,0,DL,N994DL,2716,ATL,VPS,48,72,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1006,1002,4,1021,1017,4,DL,N554NW,2179,ATL,PNS,46,75,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",1003,1010,-7,1224,1155,29,EV,N12166,4451,IAH,ECP,83,141,572,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",1019,1025,-6,1132,1147,-15,MQ,N662EH,3663,MIA,TLH,60,73,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1027,1020,7,1212,1208,4,MQ,N263NN,3324,DFW,PNS,79,105,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",1047,1050,-3,1146,1150,-4,DL,N909DE,489,ATL,TLH,42,59,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",,1055,,,1257,,YV,N942LR,5740,DFW,VPS,,,641,1,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",1134,1112,22,1213,1116,57,DL,N907DL,1733,ATL,ECP,47,99,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1127,1130,-3,1204,1214,-10,OH,N582NN,5298,CLT,PNS,73,97,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",1125,1131,-6,1150,1209,-19,EV,N616QX,2893,CLT,ECP,64,85,437,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1237,1129,68,1414,1313,61,G4,"229NV",1903,BLV,VPS,80,97,587,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1151,1138,13,1311,1300,11,MQ,N235NN,3771,DCA,PNS,115,140,816,0,0
